budget,budget_saturation_fraction,chunk,classification,decode_stalled_steps,max_waiting_queue,n_requests,param_arrival_gap,param_budget,param_chunk,param_hog_prompt,param_hog_sizes,param_n_hogs,param_n_runners,param_runner_output,param_shape,param_size_disparity,param_staggered,prefill_stalled_steps,primary_objective_best_policy,primary_objective_classification,primary_objective_max_min_spread,shape,window_idx
800,0.0602,512,UNDERLOADED,0,2,2,0.0,800,512,,"[4000, 65784]",2,0,0,admission_reorder,16.45,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,356
1536,0.0493,512,UNDERLOADED,0,3,3,0.0,1536,512,,"[67796, 71907, 4000]",3,0,0,admission_reorder,17.98,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,357
2048,0.0,512,UNDERLOADED,0,3,3,0.0,2048,512,,"[65175, 4000, 67328]",3,0,0,admission_reorder,16.83,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,358
300,0.7442,512,SATURATED,0,5,7,0.005,300,512,,"[8538, 1000]",2,5,10,admission_reorder,8.54,,32,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,359
300,0.8093,512,SATURATED,0,4,7,0.002,300,512,,"[18846, 16446, 13091, 4000]",4,3,40,admission_reorder,4.71,,174,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,360
512,0.875,512,SATURATED,0,3,3,0.0,512,512,,"[4680, 1604, 1000]",3,0,0,admission_reorder,4.68,,12,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,361
1536,0.3333,512,CONTENTION_VISIBLE,0,4,6,0.002,1536,512,,"[9776, 1000, 6441, 2912]",4,2,5,admission_reorder,9.78,,6,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,362
1024,0.4533,512,CONTENTION_VISIBLE,0,3,3,0.0,1024,512,,"[2000, 17596, 35495]",3,0,0,admission_reorder,17.75,,3,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,363
800,0.5,512,SATURATED,0,4,4,0.0,800,512,,"[500, 1090, 922, 886]",4,0,0,admission_reorder,2.18,,2,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,364
2048,0.0,512,UNDERLOADED,0,3,3,0.0,2048,512,,"[500, 2904, 720]",3,0,0,admission_reorder,5.81,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,365
1536,0.0,512,UNDERLOADED,0,8,11,0.002,1536,512,,"[500, 8263, 995]",3,8,40,admission_reorder,16.53,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,366
800,0.0808,512,UNDERLOADED,0,2,2,0.0,800,512,,"[4000, 48226]",2,0,0,admission_reorder,12.06,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,367
2048,0.0,512,UNDERLOADED,0,3,3,0.0,2048,512,,"[4000, 54725, 56566]",3,0,0,admission_reorder,14.14,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,368
400,0.6466,512,SATURATED,0,6,8,0.001,400,512,,"[26159, 4000]",2,6,40,admission_reorder,6.54,,75,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,369
600,0.5714,512,SATURATED,0,4,4,0.0,600,512,,"[2069, 500, 1785, 2612]",4,0,0,admission_reorder,5.23,,5,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,370
600,0.4607,512,CONTENTION_VISIBLE,0,4,4,0.0,600,512,,"[16765, 2000, 4822, 25075]",4,0,0,admission_reorder,12.54,,33,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,371
512,0.913,512,SATURATED,0,6,9,0.001,512,512,,"[8365, 2000, 21780]",3,6,5,admission_reorder,10.89,,62,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,372
2048,0.1556,512,UNDERLOADED,0,4,4,0.0,2048,512,,"[9503, 4000, 8543, 22075]",4,0,0,admission_reorder,5.52,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,373
1024,0.0652,512,UNDERLOADED,0,6,8,0.005,1024,512,,"[6270, 2000]",2,6,40,admission_reorder,3.14,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,374
600,0.95,512,SATURATED,0,4,4,0.0,600,512,,"[47459, 33649, 9237, 4000]",4,0,0,admission_reorder,11.86,,143,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,375
600,0.2667,512,CONTENTION_VISIBLE,0,3,3,0.0,600,512,,"[1948, 500, 4775]",3,0,0,admission_reorder,9.55,,4,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,376
512,0.7755,512,SATURATED,0,3,5,0.005,512,512,,"[1000, 18780]",2,3,10,admission_reorder,18.78,,34,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,377
600,0.0952,512,CONTENTION_VISIBLE,0,8,10,0.001,600,512,,"[500, 9429]",2,8,5,admission_reorder,18.86,,1,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,378
600,0.75,512,SATURATED,0,4,7,0.005,600,512,,"[4691, 4430, 1281, 500]",4,3,5,admission_reorder,9.38,,18,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,379
800,0.7368,512,SATURATED,0,3,3,0.0,800,512,,"[500, 8668, 3800]",3,0,0,admission_reorder,17.34,,1,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,380
512,0.8667,512,SATURATED,0,2,2,0.0,512,512,,"[1000, 5675]",2,0,0,admission_reorder,5.68,,1,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,381
1536,0.0,512,UNDERLOADED,0,4,6,0.001,1536,512,,"[4000, 13886]",2,4,40,admission_reorder,3.47,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,382
300,0.8669,512,SATURATED,0,3,5,0.005,300,512,,"[76274, 4000]",2,3,40,admission_reorder,19.07,,267,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,383
512,0.4459,512,CONTENTION_VISIBLE,0,5,9,0.005,512,512,,"[6019, 6791, 3460, 500]",4,5,40,admission_reorder,13.58,,32,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,384
1024,0.3684,512,UNDERLOADED,0,2,2,0.0,1024,512,,"[4000, 8742]",2,0,0,admission_reorder,2.19,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,385
512,0.9474,512,SATURATED,0,4,6,0.005,512,512,,"[16490, 1000, 19756, 18305]",4,2,5,admission_reorder,19.76,,108,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,386
800,0.08,512,UNDERLOADED,0,2,2,0.0,800,512,,"[1000, 11593]",2,0,0,admission_reorder,11.59,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,387
512,0.9429,512,SATURATED,0,4,4,0.0,512,512,,"[1000, 3882, 11219, 1269]",4,0,0,admission_reorder,11.22,,31,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,388
1536,0.0,512,UNDERLOADED,0,2,2,0.0,1536,512,,"[500, 9713]",2,0,0,admission_reorder,19.43,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,389
600,0.3279,512,CONTENTION_VISIBLE,0,4,6,0.002,600,512,,"[500, 4984, 5475, 2003]",4,2,40,admission_reorder,10.95,,20,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,390
600,0.6949,512,SATURATED,0,4,4,0.0,600,512,,"[4000, 10599, 8566, 10120]",4,0,0,admission_reorder,2.65,,27,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,391
600,0.8246,512,SATURATED,0,4,6,0.001,600,512,,"[1000, 12933, 12149, 6240]",4,2,5,admission_reorder,12.93,,47,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,392
2048,0.0,512,UNDERLOADED,0,3,3,0.0,2048,512,,"[11245, 11160, 1000]",3,0,0,admission_reorder,11.25,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,393
1536,0.0455,512,UNDERLOADED,0,3,3,0.0,1536,512,,"[10437, 1000, 1086]",3,0,0,admission_reorder,10.44,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,394
1024,0.0455,512,UNDERLOADED,0,2,2,0.0,1024,512,,"[10512, 1000]",2,0,0,admission_reorder,10.51,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,395
1024,0.56,512,SATURATED,0,3,6,0.001,1024,512,,"[8941, 2000, 5280]",3,3,10,admission_reorder,4.47,,14,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,396
1024,0.129,512,CONTENTION_VISIBLE,0,8,10,0.002,1024,512,,"[14887, 2000]",2,8,20,admission_reorder,7.44,,2,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,397
800,0.3889,512,CONTENTION_VISIBLE,0,4,6,0.005,800,512,,"[3653, 500, 630, 3757]",4,2,10,admission_reorder,7.51,,5,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,398
600,0.7708,512,SATURATED,0,3,6,0.005,600,512,,"[8807, 11345, 2000]",3,3,10,admission_reorder,5.67,,36,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,399
800,0.3333,512,CONTENTION_VISIBLE,0,3,3,0.0,800,512,,"[14835, 1000, 1908]",3,0,0,admission_reorder,14.84,,3,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,400
512,0.8462,512,SATURATED,0,3,3,0.0,512,512,,"[3201, 2194, 500]",3,0,0,admission_reorder,6.4,,10,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,401
300,0.481,512,CONTENTION_VISIBLE,0,4,7,0.001,300,512,,"[7291, 3622, 500]",3,4,40,admission_reorder,14.58,,38,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,402
1536,0.0,512,UNDERLOADED,0,2,2,0.0,1536,512,,"[2000, 12899]",2,0,0,admission_reorder,6.45,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,403
600,0.7115,512,SATURATED,0,4,4,0.0,600,512,,"[13480, 4000, 4060, 7428]",4,0,0,admission_reorder,3.37,,30,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,404
2048,0.0,512,UNDERLOADED,0,6,9,0.001,2048,512,,"[15441, 7136, 1000]",3,6,5,admission_reorder,15.44,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,405
1024,0.3947,512,CONTENTION_VISIBLE,0,8,11,0.005,1024,512,,"[38307, 13207, 2000]",3,8,20,admission_reorder,19.15,,30,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,406
1536,0.1556,512,UNDERLOADED,0,3,3,0.0,1536,512,,"[22246, 4000, 9524]",3,0,0,admission_reorder,5.56,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,407
512,0.8182,512,SATURATED,0,2,2,0.0,512,512,,"[500, 4482]",2,0,0,admission_reorder,8.97,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,408
400,0.9948,512,SATURATED,0,4,4,0.0,400,512,,"[4000, 55361, 47232, 45943]",4,0,0,admission_reorder,13.84,,266,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,409
1024,0.6211,512,SATURATED,0,4,4,0.0,1024,512,,"[2000, 30255, 15976, 30088]",4,0,0,admission_reorder,15.13,,35,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,410
600,0.782,512,SATURATED,0,3,3,0.0,600,512,,"[52921, 4000, 19538]",3,0,0,admission_reorder,13.23,,45,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,411
1536,0.0,512,UNDERLOADED,0,8,10,0.001,1536,512,,"[1000, 13051]",2,8,40,admission_reorder,13.05,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,412
300,0.9897,512,SATURATED,0,3,3,0.0,300,512,,"[2000, 17579, 38223]",3,0,0,admission_reorder,19.11,,65,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,413
2048,0.0606,512,CONTENTION_VISIBLE,0,4,7,0.001,2048,512,,"[1000, 7788, 16255, 11318]",4,3,20,admission_reorder,16.26,,1,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,414
1536,0.2353,512,CONTENTION_VISIBLE,0,4,4,0.0,1536,512,,"[1000, 7812, 6465, 1439]",4,0,0,admission_reorder,7.81,,1,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,415
1536,0.0,512,UNDERLOADED,0,3,5,0.005,1536,512,,"[3873, 1000]",2,3,40,admission_reorder,3.87,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,416
800,0.1842,512,CONTENTION_VISIBLE,0,6,8,0.001,800,512,,"[38342, 4000]",2,6,40,admission_reorder,9.59,,13,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,417
1536,0.0652,512,CONTENTION_VISIBLE,0,5,9,0.005,1536,512,,"[2929, 1000, 1535, 3438]",4,5,40,admission_reorder,3.44,,1,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,418
300,0.9583,512,SATURATED,0,3,3,0.0,300,512,,"[1000, 9871, 3077]",3,0,0,admission_reorder,9.87,,36,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,419
300,0.8359,512,SATURATED,0,4,7,0.005,300,512,,"[2000, 17927, 12198]",3,4,20,admission_reorder,8.96,,107,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,420
400,0.9767,512,SATURATED,0,4,4,0.0,400,512,,"[1000, 10684, 18424, 3503]",4,0,0,admission_reorder,18.42,,75,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,421
400,0.8462,512,SATURATED,0,2,2,0.0,400,512,,"[500, 4265]",2,0,0,admission_reorder,8.53,,1,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,422
1024,0.7424,512,SATURATED,0,4,4,0.0,1024,512,,"[4000, 32806, 15275, 5976]",4,0,0,admission_reorder,8.2,,37,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,423
512,0.9649,512,SATURATED,0,3,3,0.0,512,512,,"[20299, 2000, 6153]",3,0,0,admission_reorder,10.15,,43,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,424
800,0.1217,512,CONTENTION_VISIBLE,0,7,9,0.005,800,512,,"[58227, 4000]",2,7,20,admission_reorder,14.56,,9,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,425
800,0.3333,512,UNDERLOADED,0,2,2,0.0,800,512,,"[2000, 4454]",2,0,0,admission_reorder,2.23,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,426
2048,0.0,512,UNDERLOADED,0,3,3,0.0,2048,512,,"[4938, 2000, 5162]",3,0,0,admission_reorder,2.58,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,427
600,0.25,512,CONTENTION_VISIBLE,0,3,3,0.0,600,512,,"[2742, 500, 8645]",3,0,0,admission_reorder,17.29,,5,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,428
512,0.9048,512,SATURATED,0,3,3,0.0,512,512,,"[3270, 4647, 2000]",3,0,0,admission_reorder,2.32,,15,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,429
800,0.0968,512,UNDERLOADED,0,2,2,0.0,800,512,,"[15111, 1000]",2,0,0,admission_reorder,15.11,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,430
2048,0.0,512,UNDERLOADED,0,3,6,0.002,2048,512,,"[8241, 500, 8064]",3,3,5,admission_reorder,16.48,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,431
1024,0.6622,512,SATURATED,0,5,9,0.002,1024,512,,"[4000, 29451, 46324, 45530]",4,5,5,admission_reorder,11.58,,98,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,432
1024,0.3889,512,CONTENTION_VISIBLE,0,3,3,0.0,1024,512,,"[8402, 1000, 2695]",3,0,0,admission_reorder,8.4,,1,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,433
800,0.8387,512,SATURATED,0,4,4,0.0,800,512,,"[4000, 15393, 30299, 19751]",4,0,0,admission_reorder,7.57,,33,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,434
800,0.2679,512,CONTENTION_VISIBLE,0,4,7,0.005,800,512,,"[7439, 500, 2083, 4420]",4,3,40,admission_reorder,14.88,,15,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,435
600,0.9222,512,SATURATED,0,3,3,0.0,600,512,,"[35182, 13247, 4000]",3,0,0,admission_reorder,8.8,,69,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,436
300,0.6857,512,SATURATED,0,4,6,0.002,300,512,,"[1000, 3520, 1418, 1381]",4,2,10,admission_reorder,3.52,,24,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,437
600,0.15,512,CONTENTION_VISIBLE,0,4,7,0.002,600,512,,"[500, 982, 8211]",3,4,5,admission_reorder,16.42,,2,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,438
1024,0.4545,512,CONTENTION_VISIBLE,0,4,4,0.0,1024,512,,"[2454, 1880, 500, 2344]",4,0,0,admission_reorder,4.91,,4,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,439
800,0.1538,512,UNDERLOADED,0,2,2,0.0,800,512,,"[1000, 5672]",2,0,0,admission_reorder,5.67,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,440
1536,0.5294,512,SATURATED,0,4,4,0.0,1536,512,,"[5669, 500, 8092, 4123]",4,0,0,admission_reorder,16.19,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,441
1536,0.0,512,UNDERLOADED,0,3,5,0.001,1536,512,,"[4000, 13588]",2,3,10,admission_reorder,3.4,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,442
2048,0.0473,512,UNDERLOADED,0,4,4,0.0,2048,512,,"[32167, 4000, 51332, 74889]",4,0,0,admission_reorder,18.72,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,443
1024,0.5172,512,SATURATED,0,3,3,0.0,1024,512,,"[5844, 14226, 2000]",3,0,0,admission_reorder,7.11,,11,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,444
512,0.3167,512,CONTENTION_VISIBLE,0,5,9,0.001,512,512,,"[4393, 2690, 1832, 1000]",4,5,40,admission_reorder,4.39,,19,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,445
2048,0.0,512,UNDERLOADED,0,5,7,0.001,2048,512,,"[19824, 2000]",2,5,40,admission_reorder,9.91,,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,446
1024,0.1633,512,CONTENTION_VISIBLE,0,7,11,0.001,1024,512,,"[1808, 5488, 500, 2125]",4,7,40,admission_reorder,10.98,,8,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,447
512,0.9259,512,SATURATED,0,2,2,0.0,512,512,,"[2000, 11102]",2,0,0,admission_reorder,5.55,,3,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,448
512,0.85,512,SATURATED,0,6,9,0.002,512,512,,"[1000, 7641, 9028]",3,6,5,admission_reorder,9.03,,34,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,admission_reorder,449
544,0.7317,512,SATURATED,0,2,23,,544,512,8000,,2,21,10,hog_runner_staggered,,True,29,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,450
528,0.7,512,SATURATED,0,1,38,,528,512,20000,,1,37,10,hog_runner_staggered,,True,31,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,451
517,0.475,512,CONTENTION_VISIBLE,0,1,15,,517,512,20000,,1,14,40,hog_runner_staggered,,True,37,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,452
520,0.8764,512,SATURATED,0,13,29,,520,512,20000,,2,27,10,hog_runner_staggered,,False,77,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,453
514,0.18,512,CONTENTION_VISIBLE,0,11,32,,514,512,2000,,2,30,40,hog_runner_staggered,,False,8,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,454
515,0.1875,512,CONTENTION_VISIBLE,0,4,10,,515,512,2000,,1,9,10,hog_runner_staggered,,False,3,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,455
517,0.8764,512,SATURATED,0,2,35,,517,512,20000,,2,33,10,hog_runner_staggered,,True,77,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,456
514,0.8378,512,SATURATED,0,2,6,,514,512,8000,,2,4,5,hog_runner_staggered,,True,30,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,457
576,0.0,512,UNDERLOADED,0,1,17,,576,512,12000,,1,16,5,hog_runner_staggered,,True,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,458
576,0.6129,512,SATURATED,0,6,14,,576,512,8000,,2,12,5,hog_runner_staggered,,False,18,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,459
514,0.7717,512,SATURATED,0,3,34,,514,512,12000,,3,31,20,hog_runner_staggered,,True,71,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,460
528,0.0,512,UNDERLOADED,0,1,26,,528,512,2000,,1,25,80,hog_runner_staggered,,True,0,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,461
528,0.0471,512,CONTENTION_VISIBLE,0,2,4,,528,512,2000,,2,2,80,hog_runner_staggered,,True,3,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,462
517,0.6306,512,SATURATED,0,3,14,,517,512,12000,,3,11,40,hog_runner_staggered,,True,70,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,463
528,0.5227,512,SATURATED,0,11,33,,528,512,4000,,3,30,20,hog_runner_staggered,,False,23,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,464
520,0.6912,512,SATURATED,0,3,21,,520,512,8000,,3,18,20,hog_runner_staggered,,True,47,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,465
520,0.4906,512,CONTENTION_VISIBLE,0,2,32,,520,512,20000,,2,30,80,hog_runner_staggered,,True,77,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,466
513,0.7692,512,SATURATED,0,3,9,,513,512,12000,,3,6,20,hog_runner_staggered,,False,70,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,467
515,0.1121,512,CONTENTION_VISIBLE,0,3,29,,515,512,2000,,3,26,80,hog_runner_staggered,,True,12,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,468
576,0.7556,512,SATURATED,0,8,16,,576,512,8000,,3,13,10,hog_runner_staggered,,False,33,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,469
515,0.5962,512,SATURATED,0,2,10,,515,512,8000,,2,8,20,hog_runner_staggered,,True,30,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,470
517,0.8764,512,SATURATED,0,2,35,,517,512,20000,,2,33,10,hog_runner_staggered,,True,77,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,471
576,0.4875,512,CONTENTION_VISIBLE,0,3,26,,576,512,8000,,3,23,40,hog_runner_staggered,,True,39,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,472
514,0.0889,512,CONTENTION_VISIBLE,0,11,27,,514,512,4000,,1,26,80,hog_runner_staggered,,False,7,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,473
576,0.4173,512,CONTENTION_VISIBLE,0,2,39,,576,512,20000,,2,37,80,hog_runner_staggered,,True,56,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,474
513,0.475,512,CONTENTION_VISIBLE,0,1,13,,513,512,20000,,1,12,40,hog_runner_staggered,,True,37,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,475
515,0.5341,512,SATURATED,0,2,19,,515,512,12000,,2,17,40,hog_runner_staggered,,True,46,vllm_faithful,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,hog_runner_staggered,476
